ad_archive_id;library_url;page;start;end;active;status;collation_count;format;platforms;headline;cta;link_description;target_path;eu_reach;first_150_chars
3452679938230684;https://www.facebook.com/ads/library/?id=3452679938230684;Peter Schulz;2026-05-28;2026-06-10;False;AD_ACCOUNT_DISABLED;1;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Unser Vermieter hat gesagt, dieses Haus sei sicher. Er hat uns nicht erzählt, dass die Familie vor uns tot in dieser Küche gefunden wurde. Ich teile d
856526350842614;https://www.facebook.com/ads/library/?id=856526350842614;Peter Schulz;2026-06-01;2026-06-08;False;AD_ACCOUNT_DISABLED;1;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Unser Vermieter hat gesagt, dieses Haus sei sicher. Er hat uns nicht erzählt, dass die Familie vor uns tot in dieser Küche gefunden wurde. Ich teile d
1557243109338824;https://www.facebook.com/ads/library/?id=1557243109338824;Peter Schulz;2026-06-01;2026-06-02;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Unser Vermieter hat gesagt, dieses Haus sei sicher. Er hat uns nicht erzählt, dass die Familie vor uns tot in dieser Küche gefunden wurde. Ich teile d
1962322624392825;https://www.facebook.com/ads/library/?id=1962322624392825;Peter Schulz;2026-06-01;2026-06-08;False;AD_ACCOUNT_DISABLED;1;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Unser Vermieter hat gesagt, dieses Haus sei sicher. Er hat uns nicht erzählt, dass die Familie vor uns tot in dieser Küche gefunden wurde. Ich teile d
2363128324213603;https://www.facebook.com/ads/library/?id=2363128324213603;Peter Schulz;2026-06-01;2026-06-08;False;AD_ACCOUNT_DISABLED;2;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich bin seit 14 Jahren Feuerwehrmann. Ich erzähl dir, was jedes Jahr hunderte Familien in Deutschland im Schlaf tötet. Letzten Februar haben wir um dr
2157354368170431;https://www.facebook.com/ads/library/?id=2157354368170431;Peter Schulz;2026-06-01;2026-06-08;False;AD_ACCOUNT_DISABLED;1;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Unser Vermieter hat gesagt, dieses Haus sei sicher. Er hat uns nicht erzählt, dass die Familie vor uns tot in dieser Küche gefunden wurde. Ich teile d
2161891964592179;https://www.facebook.com/ads/library/?id=2161891964592179;Peter Schulz;2026-06-01;2026-06-01;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Unser Vermieter hat gesagt, dieses Haus sei sicher. Er hat uns nicht erzählt, dass die Familie vor uns tot in dieser Küche gefunden wurde. Ich teile d
1013129217858449;https://www.facebook.com/ads/library/?id=1013129217858449;Peter Schulz;2026-06-01;2026-06-08;False;AD_ACCOUNT_DISABLED;1;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Unser Vermieter hat gesagt, dieses Haus sei sicher. Er hat uns nicht erzählt, dass die Familie vor uns tot in dieser Küche gefunden wurde. Ich teile d
979302641733154;https://www.facebook.com/ads/library/?id=979302641733154;Peter Schulz;2026-06-02;2026-06-08;False;AD_ACCOUNT_DISABLED;2;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich bin seit 14 Jahren Feuerwehrmann. Ich erzähl dir, was jedes Jahr hunderte Familien in Deutschland im Schlaf tötet. Letzten Februar haben wir um dr
1476074693744489;https://www.facebook.com/ads/library/?id=1476074693744489;Peter Schulz;2026-06-02;2026-06-08;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich bin seit 14 Jahren Feuerwehrmann. Ich erzähl dir, was jedes Jahr hunderte Familien in Deutschland im Schlaf tötet. Letzten Februar haben wir um dr
997293382687382;https://www.facebook.com/ads/library/?id=997293382687382;Peter Schulz;2026-06-02;2026-06-08;False;AD_ACCOUNT_DISABLED;2;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich bin seit 14 Jahren Feuerwehrmann. Ich erzähl dir, was jedes Jahr hunderte Familien in Deutschland im Schlaf tötet. Letzten Februar haben wir um dr
939886139075767;https://www.facebook.com/ads/library/?id=939886139075767;Peter Schulz;2026-06-04;2026-06-06;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/products/schutzix-4-in-1-co-detektor;;Ich bin seit sieben Jahren Feuerwehrmann. Vor neun Monaten bin ich um vier Uhr morgens nach Hause gekommen und habe jeden Melder von meinen eigenen Wä
1384082866865228;https://www.facebook.com/ads/library/?id=1384082866865228;Peter Schulz;2026-06-04;2026-08-31;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/products/schutzix-4-in-1-co-detektor;;Ich bin seit 14 Jahren Feuerwehrmann. Gleiche Woche. Gleiches CO-Leck. Eine Familie tot. Eine Familie lebt. Hier ist der Grund. Letzten Februar haben 
1720683306014418;https://www.facebook.com/ads/library/?id=1720683306014418;Peter Schulz;2026-06-05;2026-07-29;False;AD_ACCOUNT_DISABLED;2;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich bin seit 14 Jahren Feuerwehrmann. Ich erzähl dir, was jedes Jahr hunderte Familien in Deutschland im Schlaf tötet. Letzten Februar haben wir um dr
1778184343350610;https://www.facebook.com/ads/library/?id=1778184343350610;Peter Schulz;2026-06-05;2026-07-11;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/products/schutzix-4-in-1-co-detektor;;Ich bin seit 14 Jahren Feuerwehrmann. Gleiche Woche. Gleiches CO-Leck. Eine Familie tot. Eine Familie lebt. Hier ist der Grund. Letzten Februar haben 
881148584269478;https://www.facebook.com/ads/library/?id=881148584269478;Peter Schulz;2026-06-05;2026-06-06;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/products/schutzix-4-in-1-co-detektor;;Ich bin seit sieben Jahren Feuerwehrmann. Vor neun Monaten bin ich um vier Uhr morgens nach Hause gekommen und habe jeden Melder von meinen eigenen Wä
1022085073507341;https://www.facebook.com/ads/library/?id=1022085073507341;Peter Schulz;2026-06-05;2026-08-31;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie bevor es zu spät ist;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/products/schutzix-4-in-1-co-detektor;;Ich bin seit 14 Jahren Feuerwehrmann. Gleiche Woche. Gleiches CO-Leck. Eine Familie tot. Eine Familie lebt. Hier ist der Grund. Letzten Februar haben 
1668711034464246;https://www.facebook.com/ads/library/?id=1668711034464246;Peter Schulz;2026-06-05;2026-06-06;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/products/schutzix-4-in-1-co-detektor;;Ich bin seit sieben Jahren Feuerwehrmann. Vor neun Monaten bin ich um vier Uhr morgens nach Hause gekommen und habe jeden Melder von meinen eigenen Wä
2638443956557115;https://www.facebook.com/ads/library/?id=2638443956557115;Peter Schulz;2026-06-05;2026-09-01;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/products/schutzix-4-in-1-co-detektor;;Ich bin seit 14 Jahren Feuerwehrmann. Gleiche Woche. Gleiches CO-Leck. Eine Familie tot. Eine Familie lebt. Hier ist der Grund. Letzten Februar haben 
1483583326326996;https://www.facebook.com/ads/library/?id=1483583326326996;Peter Schulz;2026-06-08;2026-07-30;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich bin seit sieben Jahren Feuerwehrmann. Vor neun Monaten habe ich um halb fünf Uhr morgens in meiner eigenen Küche gestanden und mich übergeben. Nic
860498769939433;https://www.facebook.com/ads/library/?id=860498769939433;Peter Schulz;2026-06-09;2026-09-01;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich bin seit sieben Jahren Feuerwehrmann. Das Schlimmste, was ich je gesehen habe, war kein Brand. Es war ein kleines grünes Licht, das in einem Flur 
1686409315838796;https://www.facebook.com/ads/library/?id=1686409315838796;Peter Schulz;2026-06-09;2026-09-01;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich bin seit sieben Jahren Feuerwehrmann. Vor neun Monaten bin ich um vier Uhr morgens nach Hause gekommen und habe jeden Melder von meinen eigenen Wä
1967822411273034;https://www.facebook.com/ads/library/?id=1967822411273034;Peter Schulz;2026-06-11;2026-09-01;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ein Ehepaar ist letzten Monat in ihrem Wohnmobil gestorben. Warum spricht keiner darüber? Helmut war 75. Margot ist 76. 51 Jahre verheiratet. Kennen s
1705494257246859;https://www.facebook.com/ads/library/?id=1705494257246859;Claudia Schneider;2026-06-17;2026-06-19;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheitsreport;;Ich arbeite seit 14 Jahren an der Notrufzentrale. Letzten Sonntag bin ich nach Hause gekommen und habe jeden Melder von meinen Wänden gerissen. Ich da
1316450036748210;https://www.facebook.com/ads/library/?id=1316450036748210;Claudia Schneider;2026-06-17;2026-06-29;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Meine Tochter wurde an einem Dienstag krank. Wenn sie es nicht geworden wäre, wären wir alle vier nicht mehr da. Ich teile das, weil sie die ist, die 
2068803054070551;https://www.facebook.com/ads/library/?id=2068803054070551;Kohlenmonoxid Schutz;2026-06-18;2026-07-16;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Dein Melder lügt dich an;Mehr dazu;Von der Feuerwehr entwickelt;/pages/sicherheit;;Das grüne Licht bedeutet nur, dass dein Rauchmelder eingeschaltet ist. Es bedeutet nicht, dass er dich vor Kohlenmonoxid schützt. Ein Rauchmelder erke
1207898291393696;https://www.facebook.com/ads/library/?id=1207898291393696;Kohlenmonoxid Schutz;2026-06-18;2026-07-19;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Dein Melder lügt dich an;Mehr dazu;Von der Feuerwehr entwickelt;/pages/sicherheit;;Das grüne Licht bedeutet nur, dass der Melder Strom hat. Es bedeutet nicht, dass du sicher bist. Der alte Melder warnt erst ab 70 PPM. Bis dahin hast 
1328598202673529;https://www.facebook.com/ads/library/?id=1328598202673529;Kohlenmonoxid Schutz;2026-06-18;2026-09-01;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Dein Melder lügt dich an;Mehr dazu;Von der Feuerwehr entwickelt;/pages/sicherheit;;Das grüne Licht bedeutet nur, dass dein Rauchmelder eingeschaltet ist. Es bedeutet nicht, dass er dich vor Kohlenmonoxid schützt. Ein Rauchmelder erke
975544861956543;https://www.facebook.com/ads/library/?id=975544861956543;Kohlenmonoxid Schutz;2026-06-18;2026-07-18;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Dein Melder lügt dich an;Mehr dazu;Von der Feuerwehr entwickelt;/pages/sicherheit;;Das grüne Licht bedeutet nur, dass dein Melder eingeschaltet ist. Es bedeutet nicht, dass er alle Gefahren erkennt. Rauchmelder erkennen nur Rauch. Di
972353115624588;https://www.facebook.com/ads/library/?id=972353115624588;Claudia Schneider;2026-06-20;2026-06-30;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Meine Tochter wurde an einem Dienstag krank. Wenn sie es nicht geworden wäre, wären wir alle vier nicht mehr da. Ich teile das, weil sie die ist, die 
980628754589350;https://www.facebook.com/ads/library/?id=980628754589350;Claudia Schneider;2026-06-20;2026-06-29;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Meine Tochter wurde an einem Dienstag krank. Wenn sie es nicht geworden wäre, wären wir alle vier nicht mehr da. Ich teile das, weil sie die ist, die 
1573081541098323;https://www.facebook.com/ads/library/?id=1573081541098323;Claudia Schneider;2026-06-20;2026-06-23;False;AD_ACCOUNT_DISABLED;1;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich war in der 32. Schwangerschaftswoche, als mein Sohn an einem Dienstag aufhörte zu strampeln. Am Freitag wusste ich, dass er nicht mehr lebt. Am So
2056863538268232;https://www.facebook.com/ads/library/?id=2056863538268232;Claudia Schneider;2026-06-20;2026-06-22;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/sicherheit;;Ich war in der 32. Schwangerschaftswoche, als mein Sohn an einem Dienstag aufhörte zu strampeln. Am Freitag wusste ich, dass er nicht mehr lebt. Am So
1713394139979989;https://www.facebook.com/ads/library/?id=1713394139979989;Peter Schulz;2026-07-01;2026-07-05;False;AD_ACCOUNT_DISABLED;;Bild;FB+IG+AN+MSG+TH;Beschütz deine Familie;Mehr dazu;Schutzix verwendet dieselbe elektrochemische Sensortechnologie, der Heizungs-, K;/pages/wohnmobil;;Ein Ehepaar ist letzten Monat in ihrem Wohnmobil gestorben. Warum spricht keiner darüber? Helmut war 75. Margot ist 76. 51 Jahre verheiratet. Kennen s
